processid,class,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,country,realm,label
CRATA33667-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATA33667-22_Elateridae_NA_NA_NA_Costa_Rica
CRATA33858-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATA33858-22_Elateridae_NA_NA_NA_Costa_Rica
CRATA37959-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATA37959-22_Elateridae_NA_NA_NA_Costa_Rica
CRATA41485-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATA41485-22_Elateridae_NA_NA_NA_Costa_Rica
CRATB5129-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATB5129-22_Elateridae_NA_NA_NA_Costa_Rica
CRATC18239-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATC18239-23_Elateridae_NA_NA_NA_Costa_Rica
CRATC20628-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATC20628-23_Elateridae_NA_NA_NA_Costa_Rica
CRATC37588-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATC37588-23_Elateridae_NA_NA_NA_Costa_Rica
CRATC37660-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATC37660-23_Elateridae_NA_NA_NA_Costa_Rica
CRATD19692-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATD19692-24_Elateridae_NA_NA_NA_Costa_Rica
CRATD20532-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATD20532-24_Elateridae_NA_NA_NA_Costa_Rica
CRATD23589-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATD23589-24_Elateridae_NA_NA_NA_Costa_Rica
CRATD23598-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATD23598-24_Elateridae_NA_NA_NA_Costa_Rica
CRATD30367-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATD30367-24_Elateridae_NA_NA_NA_Costa_Rica
CRATD31146-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATD31146-24_Elateridae_NA_NA_NA_Costa_Rica
CRATD41285-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATD41285-24_Elateridae_NA_NA_NA_Costa_Rica
CRATD41331-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATD41331-24_Elateridae_NA_NA_NA_Costa_Rica
CRATD43884-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATD43884-24_Elateridae_NA_NA_NA_Costa_Rica
CRATE27204-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATE27204-24_Elateridae_NA_NA_NA_Costa_Rica
CRATE37578-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATE37578-24_Elateridae_NA_NA_NA_Costa_Rica
CRATE9523-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRATE9523-24_Elateridae_NA_NA_NA_Costa_Rica
CRBAA190-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBAA190-22_Elateridae_NA_NA_NA_Costa_Rica
CRBAA23020-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBAA23020-22_Elateridae_NA_NA_NA_Costa_Rica
CRBAD4892-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBAD4892-23_Elateridae_NA_NA_NA_Costa_Rica
CRBLA12474-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLA12474-22_Elateridae_NA_NA_NA_Costa_Rica
CRBLA12476-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLA12476-22_Elateridae_NA_NA_NA_Costa_Rica
CRBLA25069-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLA25069-22_Elateridae_NA_NA_NA_Costa_Rica
CRBLA4936-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLA4936-22_Elateridae_NA_NA_NA_Costa_Rica
CRBLB10320-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLB10320-22_Elateridae_NA_NA_NA_Costa_Rica
CRBLB20761-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLB20761-22_Elateridae_NA_NA_NA_Costa_Rica
CRBLC45329-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLC45329-22_Elateridae_NA_NA_NA_Costa_Rica
CRBLC49143-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLC49143-22_Elateridae_NA_NA_NA_Costa_Rica
CRBLD11196-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLD11196-23_Elateridae_NA_NA_NA_Costa_Rica
CRBLD14264-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBLD14264-24_Elateridae_NA_NA_NA_Costa_Rica
CRBOB18728-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBOB18728-23_Elateridae_NA_NA_NA_Costa_Rica
CRBOE26971-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBOE26971-23_Elateridae_NA_NA_NA_Costa_Rica
CRBOF24961-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBOF24961-24_Elateridae_NA_NA_NA_Costa_Rica
CRBOF33142-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBOF33142-24_Elateridae_NA_NA_NA_Costa_Rica
CRBOF7470-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBOF7470-23_Elateridae_NA_NA_NA_Costa_Rica
CRBOG8042-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBOG8042-23_Elateridae_NA_NA_NA_Costa_Rica
CRBTA10195-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTA10195-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTA21251-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTA21251-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTA26526-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTA26526-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTA29514-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTA29514-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTA33109-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTA33109-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTA35296-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTA35296-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTA38613-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTA38613-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTA46663-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTA46663-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTB15444-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTB15444-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTB9561-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTB9561-24_Elateridae_NA_NA_NA_Costa_Rica
CRBTE22973-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTE22973-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTE55187-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTE55187-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTG4268-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTG4268-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTG53301-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTG53301-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTH28979-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTH28979-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTH29027-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTH29027-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTH34881-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTH34881-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTH36991-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTH36991-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTH56117-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTH56117-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTI13108-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTI13108-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTI33826-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTI33826-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTI37604-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTI37604-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTJ11142-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTJ11142-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTJ125-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTJ125-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTK14089-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTK14089-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTK58570-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTK58570-25_Elateridae_NA_NA_NA_Costa_Rica
CRBTK59846-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRBTK59846-25_Elateridae_NA_NA_NA_Costa_Rica
CRCBA28635-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBA28635-22_Elateridae_NA_NA_NA_Costa_Rica
CRCBA30068-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBA30068-22_Elateridae_NA_NA_NA_Costa_Rica
CRCBA51025-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBA51025-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBB3388-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBB3388-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBB4154-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBB4154-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBC14988-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBC14988-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBC14997-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBC14997-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBC17017-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBC17017-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBC31330-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBC31330-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBC36296-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBC36296-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBD16648-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBD16648-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBD16769-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBD16769-23_Elateridae_NA_NA_NA_Costa_Rica
CRCBE3312-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCBE3312-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCA15839-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCA15839-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCA343-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCA343-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCA4651-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCA4651-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCA5423-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCA5423-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCA9975-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCA9975-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCB15424-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCB15424-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCB30434-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCB30434-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCB34410-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCB34410-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCC10822-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCC10822-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCC9021-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCC9021-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCC9287-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCC9287-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCC9865-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCC9865-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCD7102-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCD7102-23_Elateridae_NA_NA_NA_Costa_Rica
CRCCG1461-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCG1461-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCG29084-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCG29084-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCG34747-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCG34747-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCG47925-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCG47925-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCH5096-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCH5096-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCH9532-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCH9532-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCI10795-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCI10795-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCI15106-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCI15106-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCI21741-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCI21741-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCI22753-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCI22753-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCJ16015-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCJ16015-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCK593-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCK593-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCK676-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCK676-24_Elateridae_NA_NA_NA_Costa_Rica
CRCCL16977-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCCL16977-24_Elateridae_NA_NA_NA_Costa_Rica
CRCEA20158-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCEA20158-22_Elateridae_NA_NA_NA_Costa_Rica
CRCEA52801-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCEA52801-22_Elateridae_NA_NA_NA_Costa_Rica
CRCEB33532-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCEB33532-22_Elateridae_NA_NA_NA_Costa_Rica
CRCEC32124-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCEC32124-22_Elateridae_NA_NA_NA_Costa_Rica
CRCEC32155-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCEC32155-22_Elateridae_NA_NA_NA_Costa_Rica
CRCEC32736-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCEC32736-22_Elateridae_NA_NA_NA_Costa_Rica
CRCEC41955-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCEC41955-22_Elateridae_NA_NA_NA_Costa_Rica
CRCOA10952-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCOA10952-21_Elateridae_NA_NA_NA_Costa_Rica
CRCOB40430-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRCOB40430-22_Elateridae_NA_NA_NA_Costa_Rica
CRDOA057-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRDOA057-21_Elateridae_NA_NA_NA_Costa_Rica
CRHTA1314-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRHTA1314-22_Elateridae_NA_NA_NA_Costa_Rica
CRHTA23206-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRHTA23206-22_Elateridae_NA_NA_NA_Costa_Rica
CRHTA28268-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRHTA28268-22_Elateridae_NA_NA_NA_Costa_Rica
CRHTA29361-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRHTA29361-22_Elateridae_NA_NA_NA_Costa_Rica
CRHTA30502-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRHTA30502-22_Elateridae_NA_NA_NA_Costa_Rica
CRHTA36784-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRHTA36784-22_Elateridae_NA_NA_NA_Costa_Rica
CRHYA18433-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRHYA18433-22_Elateridae_NA_NA_NA_Costa_Rica
CRHYA26102-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRHYA26102-22_Elateridae_NA_NA_NA_Costa_Rica
CRHYA40609-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRHYA40609-22_Elateridae_NA_NA_NA_Costa_Rica
CRICA48623-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRICA48623-22_Elateridae_NA_NA_NA_Costa_Rica
CRICA48670-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRICA48670-22_Elateridae_NA_NA_NA_Costa_Rica
CRICB17886-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRICB17886-22_Elateridae_NA_NA_NA_Costa_Rica
CRKAS11170-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRKAS11170-23_Elateridae_NA_NA_NA_Costa_Rica
CRKAS11489-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRKAS11489-23_Elateridae_NA_NA_NA_Costa_Rica
CRKAS11500-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRKAS11500-23_Elateridae_NA_NA_NA_Costa_Rica
CRKAS13095-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRKAS13095-23_Elateridae_NA_NA_NA_Costa_Rica
CRKAS5202-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRKAS5202-23_Elateridae_NA_NA_NA_Costa_Rica
